id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score
tm1047190,The Phantom,MOVIE,2021,,81,"['documentation', 'crime']","['US', 'GB']",tt14597294,4.8
ts292446,Taarak Mehta Kka Chhota Chashmah,SHOW,2021,TV-Y,22,"['animation', 'comedy']",['IN'],tt14438518,4.8
ts315549,Elite Short Stories: Samuel Omar,SHOW,2021,,12,"['comedy', 'drama']",['ES'],tt16259804,4.8
ts288997,Human: The World Within,SHOW,2021,TV-PG,53,['documentation'],['US'],tt14574154,4.8
tm1030495,Two,MOVIE,2021,,71,"['horror', 'thriller']",['ES'],,
ts282133,City of Ghosts,SHOW,2021,TV-Y7,19,"['animation', 'drama']",['FR'],tt15477516,4.8
ts289261,Transformers: BotBots,SHOW,2022,TV-Y,25,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],tt14202476,4.8
tm1173363,Blippi The Musical,MOVIE,2022,G,60,"['music', 'family']",[],tt20012146,
tm1002869,Fate: The Winx Saga - The Afterparty,MOVIE,2021,PG-13,50,"['fantasy', 'reality', 'comedy']","['GB', 'IT']",tt14081914,4.8
ts287045,Fatma,SHOW,2021,TV-MA,42,"['drama', 'thriller', 'crime']",['TR'],tt11961378,4.8
tm1001267,Secret Magic Control Agency,MOVIE,2021,,103,"['comedy', 'family', 'fantasy', 'animation']","['RU', 'US']",tt13932162,4.8
ts258321,"Ada Twist, Scientist",SHOW,2021,,28,"['family', 'music', 'animation', 'comedy']",['US'],tt13241650,4.8
ts342479,Super PupZ,SHOW,2022,TV-Y7,29,"['comedy', 'family', 'fantasy', 'scifi']",['CA'],tt18469966,4.8
ts300274,Cooking With Paris,SHOW,2021,TV-MA,23,['reality'],['US'],tt15036422,4.7
ts271726,Go Dog Go,SHOW,2021,TV-Y,24,"['animation', 'family']",['US'],tt10687202,4.7
tm1218702,Doom of Love,MOVIE,2022,,100,"['romance', 'drama']",['TR'],tt14369296,4.7
tm1041543,Breaking Boundaries: The Science of Our Planet,MOVIE,2021,,73,['documentation'],['US'],tt14539726,4.7
ts257817,Call My Agent Bollywood,SHOW,2021,TV-MA,48,"['comedy', 'drama']",['IN'],tt13282662,4.7
ts310628,MaveriX,SHOW,2022,TV-G,23,"['drama', 'family', 'sport', 'action']",['AU'],tt15373864,4.7
tm1142517,The Witcher: Fireplace,MOVIE,2021,,59,[],['US'],,
ts300456,My Unorthodox Life,SHOW,2021,TV-MA,40,['reality'],['US'],tt14398500,4.7
tm1146393,All Hail,MOVIE,2022,,118,"['drama', 'comedy']",['AR'],tt16427718,4.7
ts302714,The Kingdom,SHOW,2021,TV-MA,45,"['crime', 'drama']",['AR'],tt15068148,4.7
tm1065041,The Seven Deadly Sins: Cursed by Light,MOVIE,2021,PG-13,79,"['animation', 'fantasy', 'action']",['JP'],tt13884144,4.7
ts288545,We the People,SHOW,2021,TV-Y7,5,"['animation', 'comedy', 'family', 'music']",['US'],tt14770480,4.7
ts299485,A Tale Dark & Grimm,SHOW,2021,TV-Y7,30,"['animation', 'action', 'comedy', 'family', 'fantasy']","['ES', 'US']",tt2386826,4.7
ts319464,Storybots Laugh Learn Sing,SHOW,2021,,0,"['family', 'animation']",[],tt15717742,
tm1132325,Don,MOVIE,2022,,164,"['romance', 'comedy', 'drama', 'action']",['IN'],tt10709484,4.7
ts301609,Love Is Blind: Brazil,SHOW,2021,TV-MA,56,"['reality', 'romance']",['BR'],tt15018224,4.7
tm1038355,The Last Mercenary,MOVIE,2021,,110,"['action', 'comedy', 'crime', 'thriller']",['FR'],tt12808182,4.7
tm890013,Lulli,MOVIE,2021,,90,"['fantasy', 'comedy', 'romance']",['BR'],tt16282866,4.7
tm1182144,Dancing on Glass,MOVIE,2022,,137,"['drama', 'thriller']",['ES'],tt14118046,4.7
tm1102226,"My Brother, My Sister",MOVIE,2021,,110,['drama'],['IT'],tt13003996,4.7
tm1000037,Je suis Karl,MOVIE,2021,R,126,"['drama', 'thriller', 'european', 'romance']","['CZ', 'DE']",tt9205538,4.7
ts297065,Tattoo Redo,SHOW,2021,TV-MA,28,['reality'],['US'],tt14956090,4.7
tm1084481,Blood Brothers: Malcolm X & Muhammad Ali,MOVIE,2021,PG-13,95,"['documentation', 'history', 'sport']",['US'],tt15095938,4.7
ts285724,2020,SHOW,2021,TV-14,45,"['drama', 'crime', 'thriller']",['LB'],tt13377006,4.7
ts288065,Naomi Osaka,SHOW,2021,TV-14,37,"['documentation', 'sport']",['US'],tt11898920,4.7
tm963182,Trollhunters: Rise of the Titans,MOVIE,2021,,104,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy']",['US'],tt12851396,4.7
tm1114205,Amina,MOVIE,2021,PG-13,120,"['war', 'history', 'drama', 'action']",['NG'],tt15847872,4.7
ts272515,Dealer,SHOW,2021,TV-MA,41,"['action', 'drama', 'thriller', 'crime']",['FR'],tt13702252,4.7
ts343404,Mai: A Mother's Rage,SHOW,2022,TV-MA,48,"['drama', 'thriller', 'crime']",['IN'],,
tm1073802,Mimi,MOVIE,2021,,132,"['comedy', 'drama']",['IN'],,
tm1129394,The Princess Switch 3: Romancing the Star,MOVIE,2021,PG,106,"['comedy', 'romance', 'drama', 'family']",['US'],tt14731142,4.7
tm949382,Looop Lapeta,MOVIE,2022,,131,"['romance', 'thriller', 'action', 'comedy', 'crime']",['IN'],tt8907974,4.7
tm1129217,Anonymously Yours,MOVIE,2021,R,101,"['drama', 'romance']",['MX'],tt16088568,4.7
tm1000599,The Last Forest,MOVIE,2021,,74,"['drama', 'documentation']",['BR'],tt14029622,4.7
ts257345,Wild Abandon,SHOW,2022,TV-MA,51,"['drama', 'comedy']",['TR'],tt13317478,4.7
tm1188819,Rumspringa,MOVIE,2022,,102,"['drama', 'comedy', 'romance']",['DE'],tt19352286,4.7
tm1049155,Bordertown: The Mural Murders,MOVIE,2021,,107,"['crime', 'drama']",['FI'],tt15393650,4.7
ts291150,Soil,SHOW,2021,TV-MA,48,"['comedy', 'drama']",['BE'],tt14319674,4.7
ts320183,Single’s Inferno,SHOW,2021,TV-PG,61,['reality'],['KR'],tt16283666,4.7
ts315144,The Creature Cases,SHOW,2022,TV-Y,29,"['animation', 'comedy', 'family', 'action']",['US'],tt15527326,4.7
ts309235,Christmas Flow,SHOW,2021,TV-MA,50,"['romance', 'comedy', 'music']",['FR'],tt15340790,4.7
ts90023,AlRawabi School for Girls,SHOW,2021,TV-14,48,['drama'],['JO'],tt10183912,4.7
ts346034,Blood Sisters,SHOW,2022,TV-MA,57,"['drama', 'crime', 'thriller']","['US', 'NG']",tt19398068,4.7
tm1002408,Biking Borders - eine etwas andere Reise,MOVIE,2021,,89,['documentation'],['DE'],tt11188850,4.7
ts226392,Sexify,SHOW,2021,TV-MA,44,"['comedy', 'drama']",['PL'],tt14315542,4.7
tm1187638,Ronny Chieng: Speakeasy,MOVIE,2022,,60,"['comedy', 'documentation']",['US'],tt18830896,4.7
ts287941,Racket Boys,SHOW,2021,TV-14,71,"['family', 'drama', 'comedy', 'sport']",['KR'],tt14482414,4.7
tm1001108,Biggie: I Got a Story to Tell,MOVIE,2021,R,97,"['documentation', 'music']",['US'],tt14058484,4.7
ts320407,The Future Diary,SHOW,2021,TV-PG,34,"['reality', 'romance']",['JP'],tt15567380,4.7
ts288540,Ray,SHOW,2021,TV-MA,59,"['drama', 'thriller', 'crime']",['IN'],tt14160660,4.7
tm475430,Super Me,MOVIE,2021,,102,"['action', 'drama', 'fantasy', 'scifi']",['CN'],tt10097544,4.7
tm1125844,The Whole Truth,MOVIE,2021,R,125,"['drama', 'horror', 'thriller']",['TH'],tt15850662,4.7
tm1130995,Jonas Brothers Family Roast,MOVIE,2021,,68,"['comedy', 'music']",['US'],tt15763882,4.7
ts356275,Johnny Test,SHOW,2021,TV-Y,14,"['comedy', 'animation', 'family', 'scifi', 'action']",['US'],tt15061770,4.7
tm980657,The Soul,MOVIE,2021,,130,"['scifi', 'thriller', 'drama']","['TW', 'CN']",tt13598976,4.6
ts311887,New World,SHOW,2021,,69,['reality'],['KR'],,
ts273461,Word of Honor,SHOW,2021,TV-14,43,"['action', 'scifi', 'thriller', 'drama']",['CN'],,
ts235563,Daughter from Another Mother,SHOW,2021,TV-MA,38,"['romance', 'comedy', 'drama', 'fantasy']",['MX'],tt11937732,4.6
tm1201453,"Sing, Dance, Act: Kabuki featuring Toma Ikuta",MOVIE,2022,,87,['documentation'],[],tt15227100,4.6
tm993790,40 Love,MOVIE,2021,R,98,['comedy'],"['MX', 'US']",,
ts288472,You Are My Spring,SHOW,2021,,69,"['drama', 'romance', 'thriller', 'fantasy']",['KR'],tt14169816,4.6
tm919869,And Tomorrow the Entire World,MOVIE,2021,,111,"['romance', 'crime', 'drama']","['FR', 'DE']",tt7716120,4.6
tm1022912,One,MOVIE,2021,,150,"['drama', 'thriller']",['IN'],tt11286552,4.6
ts292662,Johnny Hallyday: Beyond Rock,SHOW,2022,TV-14,35,"['documentation', 'music']",['US'],tt14465966,4.6
ts330012,Eternally Confused and Eager for Love,SHOW,2022,TV-MA,23,"['comedy', 'romance']",['IN'],tt18274188,4.6
ts282155,Zero,SHOW,2021,TV-MA,24,"['scifi', 'action', 'comedy', 'drama', 'fantasy']",['IT'],tt10619486,4.6
ts188861,Battle Kitty,SHOW,2022,TV-Y7,33,"['animation', 'fantasy', 'scifi', 'action', 'comedy', 'family']",['US'],tt10050740,4.6
tm454879,Major Grom: Plague Doctor,MOVIE,2021,,136,"['action', 'crime']",['RU'],tt7601480,4.6
ts279953,Law School,SHOW,2021,,65,"['crime', 'drama', 'thriller']",['KR'],tt13885336,4.6
tm421437,Anne+,MOVIE,2021,,94,['drama'],['NL'],tt15420598,4.6
tm1025318,Ajeeb Daastaans,MOVIE,2021,,142,"['drama', 'romance']",['IN'],tt14091818,4.6
ts316965,Ridley Jones,SHOW,2021,TV-Y,28,"['animation', 'comedy', 'family', 'fantasy']",['US'],tt13351440,4.6
ts270807,"Hello, Me!",SHOW,2021,,62,"['comedy', 'drama', 'scifi', 'fantasy', 'romance']",['KR'],tt13670090,4.6
ts302058,Everything Will Be Fine,SHOW,2021,TV-MA,29,"['comedy', 'drama']",['MX'],tt15101964,4.6
tm1022893,Dynasty Warriors,MOVIE,2021,PG-13,118,"['action', 'fantasy']","['NZ', 'HK']",tt7587604,4.6
ts321437,Fishbowl Wives,SHOW,2022,TV-MA,43,"['drama', 'romance']",['JP'],tt15410190,4.6
tm1080406,"Barbie: Big City, Big Dreams",MOVIE,2021,,62,"['animation', 'music', 'family']",['US'],tt15053428,4.6
tm1001095,Roohi,MOVIE,2021,,134,"['comedy', 'horror']",['IN'],tt10098288,4.6
ts345779,Barbie: It Takes Two,SHOW,2022,TV-G,21,"['comedy', 'family', 'animation']",['US'],tt19178656,4.6
ts282214,Let's Fight Ghost,SHOW,2021,TV-14,65,"['drama', 'thriller', 'action', 'fantasy', 'horror', 'romance']",['TH'],tt14168868,4.6
ts329711,"Love, Life & Everything in Between",SHOW,2022,TV-14,27,"['comedy', 'drama', 'romance']","['MA', 'SA', 'TN', 'EG', 'LB']",tt18253682,4.6
ts14520,Action Pack,SHOW,2022,TV-Y,28,"['family', 'action', 'animation', 'fantasy', 'scifi', 'comedy']",['US'],tt15527308,4.6
tm985550,Crazy About Her,MOVIE,2021,,102,"['romance', 'comedy']",['ES'],tt11698630,4.6
tm992279,Confessions of an Invisible Girl,MOVIE,2021,,91,"['comedy', 'drama']",['BR'],tt15204288,4.6
ts326029,Savage Rhythm,SHOW,2022,TV-MA,38,"['drama', 'music']",['CO'],tt17076336,4.6
tm998033,Doctor,MOVIE,2021,,150,"['action', 'comedy', 'thriller', 'crime']",['IN'],tt11374902,4.6
tm1178876,Battle: Freestyle,MOVIE,2022,,88,"['drama', 'music', 'romance']",['NO'],tt13350858,4.6
tm1115800,Theo Von: Regular People,MOVIE,2021,,61,['comedy'],['US'],tt15579188,4.6
ts330132,800 Meters,SHOW,2022,TV-MA,53,"['documentation', 'crime']",['ES'],tt13323170,4.6
tm975741,Octonauts: The Ring of Fire,MOVIE,2021,G,72,['animation'],"['CN', 'GB']",tt13779166,4.6
tm988736,Chris Rock Total Blackout: The Tamborine Extended Cut,MOVIE,2021,PG-13,97,['comedy'],[],tt13935770,4.6
tm1120937,Montford: The Chickasaw Rancher,MOVIE,2021,,96,"['western', 'drama', 'history']",['US'],tt6704894,4.6
tm859256,Red,MOVIE,2021,,146,"['thriller', 'crime', 'drama']",['IN'],,
ts297763,Myth and Mogul: John DeLorean,SHOW,2021,TV-14,44,"['documentation', 'crime']",['US'],tt14968268,4.6
ts61384,My Love: Six Stories of True Love,SHOW,2021,TV-PG,70,"['reality', 'romance', 'documentation']",['US'],tt14267526,4.5
ts321084,Framed! A Sicilian Murder Mystery,SHOW,2022,TV-MA,31,"['comedy', 'crime']",['IT'],tt16745502,4.5
tm989672,Creating The Queen's Gambit,MOVIE,2021,PG-13,14,['documentation'],['US'],tt13818410,4.5
tm1024062,Nayattu,MOVIE,2021,,124,"['thriller', 'drama', 'crime']",['IN'],tt11604676,4.5
ts297031,Transformers: War for Cybertron: Kingdom,SHOW,2021,TV-Y7,25,"['action', 'scifi']",['US'],,
tm1198504,Ghost in the Shell: SAC_2045 Sustainable War,MOVIE,2021,R,118,"['action', 'scifi', 'animation']",['JP'],,
tm1143258,Hey! Sinamika,MOVIE,2022,,150,"['drama', 'romance']",['IN'],tt11953194,4.5
ts272092,Canine Intervention,SHOW,2021,TV-14,36,"['documentation', 'reality']",['US'],tt13932598,4.5
tm1200703,Christina P: Mom Genes,MOVIE,2022,,62,"['comedy', 'documentation']",[],tt19724012,4.5
tm1077013,Memories of a Murderer: The Nilsen Tapes,MOVIE,2021,R,84,"['documentation', 'crime']",['GB'],tt15085784,4.5
tm1031186,Heroes: Silence and Rock & Roll,MOVIE,2021,,94,"['documentation', 'music']",['ES'],tt14354838,4.5
ts287741,"Fresh, Fried & Crispy",SHOW,2021,TV-PG,25,"['documentation', 'reality']",['US'],tt14644428,4.5
tm1237253,My Little Pony: A New Generation: Sing-Along,MOVIE,2022,,90,[],[],,
ts288832,I Heart Arlo,SHOW,2021,TV-Y7,15,"['animation', 'comedy', 'family']",['US'],tt13573450,4.5
tm1082359,Phil Wang: Philly Philly Wang Wang,MOVIE,2021,,63,['comedy'],['GB'],tt15091640,4.5
tm1040688,Three Songs for Benazir,MOVIE,2021,,22,['drama'],['AF'],tt14608922,4.5
tm985712,"Strip Down, Rise Up",MOVIE,2021,R,112,['documentation'],['US'],tt13787118,4.5
ts301964,Revelations: The Masters of the Universe: Revelation Aftershow,SHOW,2021,TV-PG,25,"['action', 'animation']",['US'],,
tm1027712,This Little Love of Mine,MOVIE,2021,G,91,"['romance', 'comedy']",['AU'],tt12546872,4.5
tm1102151,Bright: Samurai Soul,MOVIE,2021,PG-13,80,"['fantasy', 'thriller', 'animation', 'action']",['JP'],tt14837960,4.5
tm1065788,Last Summer,MOVIE,2021,,101,"['drama', 'romance']",['TR'],tt13067004,4.5
ts296201,Elize Matsunaga: Once Upon a Crime,SHOW,2021,TV-MA,49,"['crime', 'documentation']",['BR'],tt14856998,4.5
ts297058,The Snitch Cartel: Origins,SHOW,2021,TV-MA,47,"['crime', 'drama']",['CO'],tt14417802,4.5
tm1162608,40 Years Young,MOVIE,2022,,81,['comedy'],['MX'],tt16969906,4.5
tm979182,Red Dot,MOVIE,2021,,86,"['thriller', 'horror', 'drama']",['SE'],tt11307814,4.5
ts282840,Worn Stories,SHOW,2021,TV-MA,30,['documentation'],['US'],tt14177168,4.5
ts268220,The Houseboat,SHOW,2021,,36,['documentation'],['DE'],,
ts306135,"Vendetta: Truth, Lies and The Mafia",SHOW,2021,TV-MA,0,"['documentation', 'crime', 'thriller']",[],tt14216574,4.5
ts268103,Reflection of You,SHOW,2021,,72,['drama'],['KR'],,
ts352881,DI4RI,SHOW,2022,,28,['family'],['IT'],tt20449034,4.5
tm1070032,Black Island,MOVIE,2021,,105,"['thriller', 'drama']",['DE'],tt12881516,4.5
ts328617,Too Hot to Handle: Brazil,SHOW,2021,TV-MA,56,"['reality', 'romance']",['BR'],tt14902484,4.5
tm1152224,Love Tactics,MOVIE,2022,,97,"['comedy', 'romance']",['TR'],tt14486678,4.5
tm1217689,Yuri Marçal: Honest Mistake,MOVIE,2022,,59,"['comedy', 'documentation']",[],tt20597344,4.5
ts72196,Swap Shop,SHOW,2021,TV-14,30,['reality'],['US'],tt15674202,4.5
ts307981,Scaredy Cats,SHOW,2021,TV-G,29,"['scifi', 'family', 'fantasy', 'comedy']",['US'],tt15387774,4.5
tm1074621,Bridgerton - The Afterparty,MOVIE,2021,,38,[],['US'],,
ts188367,Bombay Begums,SHOW,2021,TV-MA,49,['drama'],['IN'],tt10238792,4.5
tm990983,Paper Lives,MOVIE,2021,,96,['drama'],['TR'],tt13045890,4.5
tm1094069,The Women and the Murderer,MOVIE,2021,PG-13,92,"['documentation', 'crime']",['FR'],tt15216504,4.5
tm1037704,Resort to Love,MOVIE,2021,PG,101,"['romance', 'comedy']",['US'],tt12929990,4.5
tm902870,7 Yards: The Chris Norton Story,MOVIE,2021,,93,['documentation'],['US'],tt12439210,4.5
tm1165118,UFO,MOVIE,2022,,109,"['drama', 'romance', 'documentation']",['TR'],tt14369286,4.5
tm948681,Below Zero,MOVIE,2021,,106,"['action', 'crime', 'thriller', 'horror', 'drama']",['ES'],tt9845564,4.5
ts331654,Pedal to Metal,SHOW,2022,TV-MA,0,"['drama', 'action', 'thriller', 'crime']",['MX'],tt18568732,4.5
ts283614,Haunted: Latin America,SHOW,2021,TV-14,34,"['horror', 'reality']",['MX'],tt14164238,4.5
tm960430,Child of Kamiari Month,MOVIE,2021,,99,"['fantasy', 'animation', 'drama', 'family']",['JP'],tt13057626,4.5
tm954297,The Secret Diary of an Exchange Student,MOVIE,2021,,96,"['comedy', 'romance']",['BR'],tt11594766,4.5
tm1107848,Making Malinche: A Documentary by Nacho Cano,MOVIE,2021,,89,"['documentation', 'music']",[],tt15478968,4.5
ts319460,Russell Howard: Lubricant,SHOW,2021,,63,['comedy'],['GB'],tt16146342,4.5
tm997608,Hate by Dani Rovira,MOVIE,2021,PG-13,82,['comedy'],['ES'],tt13323128,4.5
ts287853,Coyotes,SHOW,2021,,45,['drama'],"['BE', 'LU']",tt13847924,4.4
tm950360,The Yin Yang Master,MOVIE,2021,,113,"['romance', 'drama']",['CN'],,
ts288064,Somos.,SHOW,2021,TV-MA,52,"['drama', 'crime', 'history']",['MX'],tt14719590,4.4
ts305890,Too Hot to Handle: Latino,SHOW,2021,TV-14,36,"['reality', 'romance']",['MX'],tt15251764,4.4
ts304690,Remember You,SHOW,2021,TV-MA,67,"['action', 'drama', 'crime', 'romance']",['TH'],tt15344082,4.4
tm1107912,American Girl,MOVIE,2021,,101,"['drama', 'family']",['TW'],tt15620158,4.4
tm813372,Etharkkum Thunindhavan,MOVIE,2022,,151,"['thriller', 'action', 'crime', 'drama']",['IN'],tt10340562,4.4
tm1001619,Man in Love,MOVIE,2021,,115,"['romance', 'drama']",['TW'],tt14428606,4.4
tm1025493,Dasvi,MOVIE,2022,,125,"['comedy', 'drama']",['IN'],tt14107554,4.4
tm1087383,JJ+E,MOVIE,2021,,90,"['drama', 'romance']",['SE'],tt12299824,4.4
tm1147890,The Hand of God: Through the Eyes of Sorrentino,MOVIE,2021,,8,['documentation'],['IT'],tt10666438,4.4
tm983722,Prime Time,MOVIE,2021,R,93,"['thriller', 'drama']",['PL'],tt11460976,4.4
tm886188,Caught by a Wave,MOVIE,2021,,99,"['romance', 'drama', 'sport']",['IT'],tt12013758,4.4
tm1101878,Honey Girls,MOVIE,2021,PG,90,"['family', 'music', 'comedy']",['US'],tt11847606,4.4
tm1183542,Mishan Impossible,MOVIE,2022,,129,"['thriller', 'comedy', 'drama', 'action']",['IN'],tt14999738,4.4
ts229537,The New Adventures of Oggy,SHOW,2021,TV-Y,22,"['comedy', 'family', 'action', 'animation']",['US'],tt11194006,4.4
tm960145,Spoiled Brats,MOVIE,2021,,95,['comedy'],['FR'],tt13079150,4.4
ts267062,Jiva!,SHOW,2021,TV-MA,41,['drama'],['ZA'],tt12564616,4.4
ts254956,So Not Worth It,SHOW,2021,,32,"['drama', 'comedy']",['KR'],,
tm810657,Uppena,MOVIE,2021,,147,['drama'],['IN'],,
tm876083,Xtreme,MOVIE,2021,,111,"['action', 'crime', 'drama', 'thriller', 'fantasy']",['ES'],tt11658120,4.4
ts305732,Metal Shop Masters,SHOW,2021,TV-MA,33,['reality'],['US'],tt15216520,4.4
ts313902,Your Life is a Joke,SHOW,2021,TV-MA,37,"['comedy', 'documentation']",['DE'],tt15663868,4.4
tm1102856,The Four of Us,MOVIE,2021,,88,"['romance', 'drama', 'comedy']",['DE'],tt15360916,4.4
ts302653,Light the Night,SHOW,2021,TV-MA,59,"['drama', 'crime', 'thriller']",['TW'],tt15808044,4.4
tm462311,Latte and the Magic Waterstone,MOVIE,2022,,82,"['animation', 'comedy', 'family', 'european']","['BE', 'DE']",tt9038290,4.4
tm855340,Thalaivii,MOVIE,2021,G,153,['drama'],['IN'],tt10152736,4.4
ts326955,The Fame Game,SHOW,2022,,44,['drama'],['IN'],,
tm1000185,Squared Love,MOVIE,2021,,102,"['comedy', 'romance']",['PL'],tt13846542,4.4
tm1030283,Why Did You Kill Me?,MOVIE,2021,R,83,"['crime', 'documentation']",['US'],tt14318430,4.4
tm1040337,Security,MOVIE,2021,,118,['thriller'],['IT'],tt11892916,4.4
ts306188,Motel Makeover,SHOW,2021,,30,['reality'],['CA'],tt15128558,4.4
tm1039422,Nail Bomber: Manhunt,MOVIE,2021,,72,"['crime', 'history', 'documentation']",['GB'],tt12939812,4.4
ts308516,"Young, Famous & African",SHOW,2022,TV-MA,43,['reality'],['ZA'],tt15302054,4.4
ts329882,Secrets of Summer,SHOW,2022,TV-Y,30,"['drama', 'family', 'music']",['ES'],tt12379170,4.4
tm1006127,Arlo the Alligator Boy,MOVIE,2021,,90,"['animation', 'comedy', 'family']",['US'],tt13454122,4.4
ts317064,Where Is Marta?,SHOW,2021,,63,"['crime', 'documentation']",['ES'],tt15796898,4.4
tm1196455,The Photographer: Murder in Pinamar,MOVIE,2022,,105,"['documentation', 'crime']",['AR'],tt19731714,4.4
tm990972,The Last Paradiso,MOVIE,2021,,107,"['drama', 'romance']",['IT'],tt11428926,4.3
ts232506,50M2,SHOW,2021,TV-MA,49,"['comedy', 'drama', 'thriller', 'crime']",['TR'],tt11617848,4.3
tm1074622,Cobra Kai - The Afterparty,MOVIE,2021,,34,[],['US'],,
ts330289,Smother-In-Law,SHOW,2022,TV-MA,25,['comedy'],['BR'],tt15353358,4.3
tm1063013,The Father Who Moves Mountains,MOVIE,2021,PG-13,108,"['thriller', 'drama']","['SE', 'RO']",tt8886670,4.3
tm996040,Forever Out of My League,MOVIE,2022,,104,"['romance', 'comedy', 'drama']",['IT'],tt14362698,4.3
tm945283,Hand Rolled Cigarette,MOVIE,2021,,100,['thriller'],['HK'],,
tm1075596,Monster Hunter: Legends of the Guild,MOVIE,2021,PG-13,58,"['fantasy', 'animation', 'action']",['US'],,
ts311958,The Hungry and the Hairy,SHOW,2021,TV-14,63,['reality'],['KR'],tt16088530,4.3
tm979688,Homunculus,MOVIE,2021,,119,"['thriller', 'drama', 'fantasy']",['JP'],tt14404280,4.3
tm1033803,Searching for Sheela,MOVIE,2021,,58,"['documentation', 'crime']",['IN'],tt14167424,4.3
ts302570,John of God: The Crimes of a Spiritual Healer,SHOW,2021,TV-MA,50,"['crime', 'documentation']",['BR'],tt15233856,4.3
tm1038096,Carnaval,MOVIE,2021,,94,['comedy'],['BR'],tt14074470,4.3
ts285854,Till Death,SHOW,2021,TV-MA,53,['drama'],['LB'],,
ts343426,Senzo: Murder of a Soccer Star,SHOW,2022,TV-MA,42,"['crime', 'sport', 'documentation']","['ZA', 'US']",tt18954258,4.3
tm1031448,Barbie & Chelsea: The Lost Birthday,MOVIE,2021,,60,['animation'],['US'],tt14317062,
tm1195428,All About Gila,MOVIE,2022,,76,['comedy'],[],tt19072490,4.3
tm1039168,Cinema Bandi,MOVIE,2021,,98,"['drama', 'comedy']",['IN'],tt14554338,4.3
tm1164320,Behind the Scenes With Jane Campion,MOVIE,2022,,17,['documentation'],['US'],,
tm904862,Just Say Yes,MOVIE,2021,,97,"['comedy', 'romance']",['NL'],tt12154638,4.3
tm926580,A Family,MOVIE,2021,R,136,"['crime', 'drama']",['JP'],tt13356884,4.3
tm1017664,Baggio: The Divine Ponytail,MOVIE,2021,,91,"['sport', 'drama']",['IT'],tt14025788,4.3
tm977620,Asakusa Kid,MOVIE,2021,,123,['drama'],['JP'],tt13528562,4.3
tm1118822,Sex: Unzipped,MOVIE,2021,,59,"['comedy', 'documentation']",['US'],tt15523050,4.3
tm1185568,Broken Idol: The Undoing of Diomedes Díaz,MOVIE,2022,R,102,"['documentation', 'crime']",['CO'],tt18750180,4.3
ts310331,Twenty Somethings: Austin,SHOW,2021,TV-MA,32,['reality'],['US'],tt15204216,4.3
tm1110205,This Is Not a Comedy,MOVIE,2021,,105,"['comedy', 'drama']",['MX'],tt11363540,4.3
tm1119455,Camp Confidential: America's Secret Nazis,MOVIE,2021,PG-13,34,"['documentation', 'animation', 'history']",['US'],tt15470770,4.3
ts293346,Race: Bubba Wallace,SHOW,2022,TV-MA,47,"['documentation', 'sport']",['US'],tt14513646,4.3
tm1137797,137 Shots,MOVIE,2021,R,104,"['documentation', 'crime']",[],tt16379224,4.3
tm1172947,Toolsidas Junior,MOVIE,2022,,130,"['drama', 'family', 'sport']",['IN'],tt13623916,4.3
ts285422,Newton's Cradle,SHOW,2021,TV-14,41,"['drama', 'thriller']",['EG'],tt11703922,4.3
tm942277,Accomplice,MOVIE,2021,,52,['documentation'],"['US', 'IL']",tt13947978,4.3
tm1102570,Swallow,MOVIE,2021,,128,"['drama', 'thriller', 'history']",[],tt14391622,4.3
tm856634,Jagame Thandhiram,MOVIE,2021,,158,"['comedy', 'crime', 'action', 'drama', 'thriller']","['GB', 'IN']",tt10661848,4.3
tm1174919,Mike Epps: Indiana Mike,MOVIE,2022,,58,"['comedy', 'documentation']",[],tt18314226,4.3
ts304709,Bake Squad,SHOW,2021,TV-PG,35,"['family', 'reality']",['US'],tt15078760,4.3
tm1031499,Get the Grift,MOVIE,2021,,94,"['crime', 'comedy']",['BR'],tt14371060,4.3
tm1143058,How I Fell in Love with a Gangster,MOVIE,2022,,179,"['drama', 'crime']",['PL'],tt16453244,4.3
tm1152323,Ms. Pat: Y'all Wanna Hear Something Crazy?,MOVIE,2022,R,54,['comedy'],['US'],tt15338656,4.3
tm963023,Chandigarh Kare Aashiqui,MOVIE,2021,,117,"['romance', 'comedy', 'crime', 'drama']",['IN'],tt12861850,4.3
tm1166429,Whindersson Nunes: My Own Show!,MOVIE,2022,,63,"['comedy', 'documentation']",['BR'],tt17887288,4.3
tm1068692,Emicida AmarElo Live in Sao Paulo,MOVIE,2021,,99,"['documentation', 'music']",['BR'],tt14910946,4.2
tm983466,"Crack: Cocaine, Corruption & Conspiracy",MOVIE,2021,,89,"['documentation', 'crime', 'history']",['US'],tt13649700,4.2
tm1003376,Get the Goat,MOVIE,2021,,105,"['comedy', 'action', 'crime']",['BR'],tt14111726,4.2
tm872496,Autumn Girl,MOVIE,2021,,105,"['drama', 'romance']",['PL'],tt11412892,4.2
tm1159300,Heart Shot,MOVIE,2022,PG-13,18,['romance'],[],tt17162546,
tm1191019,Hold Your Breath: The Ice Dive,MOVIE,2022,,40,['documentation'],[],tt19373274,
tm1027297,Time,MOVIE,2021,,98,"['comedy', 'drama']",['HK'],,
